"* 제시된 정류소리스트, 고유번호 및 X,Y 좌표는 실제현장과 상이할 수 있습니다.",,,,,,,,,
"* X,Y 좌표는 WGS84 경위도로 구성되어 있습니다.",,,,,,,,,
* 20220413기준 입니다.,,,,,,,,,
,,,,,,,,,
BUSLINENUM,ORD,NAME,SIGUNNAME,GUNAME,DONGNAME,X,Y,UNIQUEID,BUSSTOPID
10,86,경남공고,부산광역시,,,129.0624046,35.151939,5349,50000000663
10,87,부전도서관,부산광역시,부산진구,전포1동,129.0624361,35.15499546,5281,21050601003
10,88,전포초등학교,부산광역시,부산진구,전포2동,129.0624276,35.15999348,5251,21050611005
10,89,송상현광장,부산광역시,,,129.065312,35.1659273,5706,50000002619
10,90,양정대원칸타빌,부산광역시,부산진구,양정1동,129.0675273,35.17064857,5023,21050561011
10,91,하마정,부산광역시,연제구,거제3동,129.0680996,35.17674541,13037,21130531002
10,92,동해선거제해맞이역,부산광역시,연제구,거제3동,129.0702704,35.18240393,13033,21130531004
10,93,경남아파트,부산광역시,연제구,거제3동,129.0722243,35.18622136,13028,21130531011
10,94,법원검찰청.거제역,부산광역시,연제구,거제1동,129.0752956,35.18919365,13012,21130511005
10,95,거제1치안센터,부산광역시,연제구,거제1동,129.0781153,35.19107252,13010,21130511021
10,96,교대역,부산광역시,연제구,거제1동,129.0799357,35.19671176,13003,21130511015
10,97,화신아파트,부산광역시,동래구,사직3동,129.0758294,35.19878064,6140,21060601001
10,98,대선주조,부산광역시,동래구,사직3동,129.0720732,35.19661496,6135,21060601010
10,99,여명중학교,부산광역시,동래구,사직3동,129.0690796,35.19600978,6132,21060601006
10,100,사직운동장,부산광역시,동래구,사직1동,129.0651867,35.19516761,6126,21060581002
10,101,사직야구장,부산광역시,동래구,사직1동,129.0622293,35.19610719,6131,21060581005
10,102,사직사거리,부산광역시,동래구,사직1동,129.0603073,35.19844498,6122,21060581003
10,103,삼익아파트,부산광역시,동래구,사직1동,129.0594075,35.19962586,6110,21060581006
10,104,사직2동주민센터,부산광역시,동래구,사직2동,129.0568139,35.20049668,6109,21060591012
10,105,사직초등학교,부산광역시,동래구,사직2동,129.0552907,35.20051679,6114,21060591013
10,106,사직중학교,부산광역시,,,129.0539514,35.19940937,6254,50000002491
10,107,동인고등학교,부산광역시,동래구,사직2동,129.0531467,35.19794773,6116,21060591003
10,108,사직여고,부산광역시,동래구,사직2동,129.053573,35.19661692,6117,21060591004
10,109,원광사,부산광역시,동래구,사직2동,129.0541156,35.19478345,6104,21060591010
10,110,사직여중,부산광역시,동래구,사직2동,129.0568011,35.19481021,6119,21060591014
10,111,사직119안전센터,부산광역시,,,129.0585851,35.19465364,13175,50000001061
10,112,아시아드주경기장,부산광역시,,,129.0593372,35.19215818,13173,50000001066
10,113,사직실내수영장,부산광역시,,,129.0624554,35.19163647,13171,50000001063
10,114,홈플러스,부산광역시,,,129.0646545,35.19177923,13176,50000001065
10,115,삼정그린아파트,부산광역시,연제구,거제2동,129.0633256,35.19005208,13030,21130521010
10,116,부산의료원,부산광역시,연제구,거제2동,129.0603419,35.18857563,13130,21130521011
10,117,국가기록원.역사기록관,부산광역시,연제구,거제2동,129.0555449,35.18715611,13131,21130521012
10,118,연제공용버스차고지,부산광역시,,,129.0533295,35.18550153,,50000002301
100,1,청강리공영차고지,부산광역시,,,129.2126826,35.22425604,16265,50000000171
100,2,청강리공영차고지입구,부산광역시,,,129.2132155,35.22386557,16264,50000000370
100,3,연화교차로,부산광역시,,,129.2124736,35.21696298,16334,50000000768
100,4,서암입구,부산광역시,,,129.2222057,35.21084176,16336,50000000770
100,5,기차여행,부산광역시,기장군,기장읍,129.222894,35.20873074,16113,21310111108
100,6,해광사,부산광역시,기장군,기장읍,129.224034,35.2053903,16078,21310111097
100,7,동암후문,부산광역시,기장군,기장읍,129.2227163,35.19759192,16098,21310111098
100,8,동암정문,부산광역시,기장군,기장읍,129.2218277,35.19615239,16097,21310111099
100,9,용궁사.국립수산과학원,부산광역시,기장군,기장읍,129.2200227,35.19410843,16069,21310111100
100,10,동부산관광단지,부산광역시,기장군,기장읍,129.2150969,35.1912408,16096,21310111091
100,11,당사.공수마을,부산광역시,기장군,기장읍,129.2111588,35.18606489,16002,21310111092
100,12,공수.양경마을,부산광역시,기장군,기장읍,129.2100782,35.18377028,16094,21310111093
100,13,송정해수욕장,부산광역시,해운대구,송정동,129.2039765,35.18247667,9089,21090561005
100,14,송정,부산광역시,해운대구,송정동,129.2020861,35.18353542,9022,21090561017
100,15,송정1단지주공,부산광역시,해운대구,송정동,129.1991908,35.18132624,9012,21090561014
100,16,부흥고.해운대백병원,부산광역시,해운대구,좌제1동,129.1803438,35.17409255,9043,21090661020
100,17,한라아파트,부산광역시,해운대구,좌제1동,129.1825393,35.17058136,9037,21090661012
100,18,영남아파트,부산광역시,해운대구,좌제2동,129.182715,35.16869001,9032,21090671004
100,19,대우아파트,부산광역시,해운대구,좌제2동,129.1813719,35.16741592,9031,21090671005
100,20,현대아파트,부산광역시,해운대구,좌제2동,129.1784482,35.16555324,9026,21090671006
100,21,해운대보건소,부산광역시,해운대구,좌제2동,129.1794036,35.16374471,9020,21090671008
100,22,동백중학교,부산광역시,해운대구,중1동,129.176119,35.16253413,9024,21090531010
100,23,미포.문탠로드입구,부산광역시,해운대구,중1동,129.1727066,35.16173834,9021,21090531004
100,24,중1동,부산광역시,해운대구,중1동,129.1675479,35.16220862,9084,21090531007
100,25,해운대구청,부산광역시,해운대구,중1동,129.164525,35.16309075,9090,21090531008
100,26,해운대구청어귀삼거리,부산광역시,,,129.1616568,35.16525471,9731,50000002533
100,27,해운대도시철도역,부산광역시,,,129.1586386,35.16357836,9729,50000002531
100,28,운촌,부산광역시,,,129.1518252,35.1602888,9727,50000002530
100,29,동백역,부산광역시,,,129.147387,35.16176896,9723,50000002211
100,30,부산문화여고,부산광역시,,,129.1446868,35.16320006,9721,50000002210
100,31,올림픽교차로,부산광역시,,,129.1404785,35.16760003,9719,50000002208
100,32,벡스코.시립미술관,부산광역시,,,129.1369897,35.17057256,9717,50000001999
100,33,동해선벡스코역,부산광역시,,,129.1340826,35.17166466,9715,50000001997
100,34,센텀센시빌,부산광역시,,,129.1314656,35.17483773,9713,50000001996
100,35,센텀고등학교,부산광역시,,,129.1289441,35.17704483,9711,50000001994
100,36,동해선센텀역,부산광역시,,,129.1255197,35.17957415,9709,50000001991
100,37,동부지청어귀교차로,부산광역시,,,129.1224736,35.18272754,9707,50000001989
100,38,과정교,부산광역시,해운대구,재송1동,129.1189318,35.18455564,9331,21090641030
100,39,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.1119113,35.18460069,13161,21130631027
100,40,연제예식장,부산광역시,연제구,연산9동,129.1094452,35.18460744,13163,21130631030
100,41,부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1072961,35.18490254,13082,21130631011
100,42,태광아파트,부산광역시,연제구,연산9동,129.1073136,35.18675478,13081,21130631018
100,43,토곡한양아파트,부산광역시,연제구,연산9동,129.1055186,35.1879848,13076,21130631020
100,44,연산8치안센터,부산광역시,연제구,연산9동,129.1018614,35.18785014,13074,21130631021
100,45,파크시티아파트입구,부산광역시,,,129.0985438,35.18800191,13169,50000001129
100,46,연천시장,부산광역시,연제구,연산8동,129.0962558,35.18839956,13070,21130621009
100,47,연동시장,부산광역시,연제구,연산1동,129.0928037,35.18944988,13065,21130551007
100,48,경동아파트,부산광역시,연제구,연산1동,129.0909118,35.19049888,13062,21130551008
100,49,연안교,부산광역시,연제구,연산1동,129.090482,35.19277356,13061,21130551005
100,50,우성아파트,부산광역시,동래구,수민동,129.0929271,35.19495525,6164,21060511006
100,51,동래봉생병원,부산광역시,동래구,수민동,129.0954266,35.19713327,6165,21060511007
100,52,낙민역.동래고등학교,부산광역시,동래구,안락1동,129.0946251,35.19903191,6161,21060611020
100,53,동래시장,부산광역시,,,129.0880317,35.20101588,6711,50000002293
100,54,동래시장정문.수안치안센터,부산광역시,동래구,수민동,129.0855679,35.20291119,6251,21060511003
100,55,부산은행동래금융센터,부산광역시,동래구,복산동,129.0845647,35.20457361,6252,21060521001
100,56,복산동주민센터,부산광역시,동래구,복산동,129.0855667,35.20629181,6253,21060521002
100,57,명륜초등학교,부산광역시,동래구,명륜1동,129.082436,35.20888918,6042,21060531023
100,58,동래구노인복지관,부산광역시,동래구,명륜2동,129.0832842,35.21349471,6040,21060541001
100,59,온천입구,부산광역시,동래구,명륜2동,129.0851959,35.21645517,6018,21060541002
100,60,온천장,부산광역시,동래구,온천1동,129.0835117,35.21953967,6013,21060551006
100,61,온천장역.CGV동래,부산광역시,동래구,온천1동,129.0853726,35.22200701,6232,21060551030
100,62,금정초등학교,부산광역시,금정구,장전3동,129.0858511,35.22598445,11090,21110631002
100,63,부산대학교정문,부산광역시,금정구,장전3동,129.0869587,35.23236166,11080,21110631007
100,64,장전1치안센터,부산광역시,금정구,장전1동,129.0877381,35.23570123,11076,21110611008
100,65,장전역,부산광역시,금정구,장전1동,129.0880262,35.23839881,11071,21110611003
100,66,장전동어린이놀이터,부산광역시,금정구,장전1동,129.0863624,35.23812668,11074,21110611002
100,67,장전중앙교회,부산광역시,금정구,장전1동,129.0860355,35.23528615,11075,21110611006
100,68,현대아파트,부산광역시,금정구,장전1동,129.0855148,35.23325769,11079,21110611007
100,69,부산대학교정문,부산광역시,금정구,장전2동,129.0851576,35.23193029,11085,21110621006
100,70,부산대학교후문,부산광역시,금정구,장전3동,129.0853922,35.22851256,11089,21110631010
100,71,금정초등학교,부산광역시,금정구,장전3동,129.0856837,35.22674116,11091,21110631008
100,72,온천장역.SK허브스카이,부산광역시,동래구,온천1동,129.0848877,35.22176173,6011,21060551009
100,73,온천장,부산광역시,동래구,온천1동,129.083442,35.21828732,6023,21060551029
100,74,온천입구,부산광역시,동래구,명륜2동,129.0843777,35.21624715,6020,21060541005
100,75,동래구노인복지관,부산광역시,동래구,명륜2동,129.0830369,35.21361278,6036,21060541007
100,76,동래우체국,부산광역시,동래구,명륜1동,129.0822277,35.20942119,6045,21060531002
100,77,부산지방기상청,부산광역시,,,129.0819229,35.20685711,6255,50000002527
100,78,동래전화국,부산광역시,동래구,명륜1동,129.0826235,35.20414434,6071,21060531005
100,79,동래시장,부산광역시,,,129.0871758,35.20103514,6712,50000002294
100,80,낙민역.동래고등학교,부산광역시,동래구,수민동,129.092211,35.19956657,6158,21060511031
100,81,동래봉생병원,부산광역시,동래구,수민동,129.0953916,35.19748083,6162,21060511009
100,82,우성아파트,부산광역시,동래구,수민동,129.0924886,35.19494016,6163,21060511010
100,83,경동아파트,부산광역시,연제구,연산1동,129.0910466,35.19007038,13063,21130551006
100,84,연동시장,부산광역시,연제구,연산8동,129.0945026,35.18857486,13069,21130621007
100,85,부산경상대학입구,부산광역시,연제구,연산8동,129.0982269,35.18772644,13071,21130621008
100,86,연산8치안센터,부산광역시,연제구,연산9동,129.1029443,35.18759304,13075,21130631015
100,87,토곡한양아파트,부산광역시,연제구,연산9동,129.1062074,35.18768075,13077,21130631016
100,88,태광아파트,부산광역시,연제구,연산9동,129.1069681,35.18687883,13080,21130631014
100,89,부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1081043,35.18438844,13158,21130631029
100,90,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.1120074,35.18434803,13159,21130631028
100,91,과정교,부산광역시,해운대구,재송1동,129.1189856,35.18431501,9332,21090641031
100,92,동부지청어귀교차로,부산광역시,,,129.1224147,35.1823591,9708,50000001990
100,93,동해선센텀역,부산광역시,,,129.1251473,35.17960322,9710,50000001992
100,94,센텀고등학교,부산광역시,,,129.128438,35.17699966,9712,50000001993
100,95,센텀센시빌,부산광역시,,,129.1310101,35.17525577,9714,50000001995
100,96,동해선벡스코역,부산광역시,,,129.133176,35.17204109,9716,50000001998
100,97,올림픽교차로환승센터,부산광역시,해운대구,우2동,129.1380933,35.16827093,9718,21090521006
100,98,올림픽교차로,부산광역시,,,129.1400064,35.16780212,9720,50000002207
100,99,부산문화여고,부산광역시,,,129.1443288,35.16314782,9722,50000002209
100,100,동백역,부산광역시,,,129.1473164,35.16158548,9724,50000002212
100,101,운촌,부산광역시,,,129.1511218,35.16003996,9728,50000002529
100,102,해운대도시철도역,부산광역시,,,129.158407,35.16332566,9730,50000002532
100,103,해운대시장,부산광역시,해운대구,중1동,129.1632219,35.1622456,9107,21090531006
100,104,해운대온천사거리,부산광역시,해운대구,중1동,129.1646121,35.16163202,9086,21090531016
100,105,중1동,부산광역시,해운대구,중1동,129.1673953,35.16203113,9085,21090531009
100,106,미포.문탠로드입구,부산광역시,해운대구,중2동,129.1726881,35.16143415,9019,21090541007
100,107,동백중학교,부산광역시,해운대구,중2동,129.1771659,35.16237826,9023,21090541005
100,108,동백초등학교.해운대보건소,부산광역시,해운대구,중2동,129.1800511,35.16376433,9025,21090541006
100,109,상록아파트,부산광역시,해운대구,좌제2동,129.1794923,35.1652637,9027,21090671009
100,110,대우아파트,부산광역시,해운대구,좌제2동,129.1804424,35.1674258,9030,21090671003
100,111,영남아파트,부산광역시,해운대구,좌제2동,129.182952,35.1680066,9034,21090671002
100,112,벽산아파트,부산광역시,해운대구,좌제1동,129.182853,35.17073487,9036,21090661015
100,113,부흥고.해운대백병원,부산광역시,해운대구,좌제1동,129.1814365,35.17309065,9038,21090661011
100,114,신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.1808257,35.1748612,9039,21090661007
100,115,송정1단지주공,부산광역시,해운대구,송정동,129.1997145,35.18148317,9011,21090561011
100,116,송정,부산광역시,해운대구,송정동,129.201326,35.18347555,9009,21090561018
100,117,송정해수욕장,부산광역시,해운대구,송정동,129.2039429,35.1822573,9010,21090561006
100,118,공수.양경마을,부산광역시,기장군,기장읍,129.2104474,35.18378945,16001,21310111094
100,119,공수.당사마을,부산광역시,기장군,기장읍,129.2116863,35.18669507,16095,21310111095
100,120,동부산관광단지,부산광역시,기장군,기장읍,129.2152701,35.19108669,16052,21310111096
100,121,용궁사.국립수산과학원,부산광역시,기장군,기장읍,129.21981,35.19370038,16003,21310111101
100,122,동암정문,부산광역시,기장군,기장읍,129.2222937,35.1963308,16079,21310111102
100,123,동암후문,부산광역시,기장군,기장읍,129.2232722,35.19795611,16080,21310111103
100,124,해광사,부산광역시,기장군,기장읍,129.2242565,35.20560358,16090,21310111104
100,125,기차여행,부산광역시,기장군,기장읍,129.2231181,35.20899607,16065,21310111109
100,126,서암입구,부산광역시,,,129.2224592,35.21087769,16337,50000000771
100,127,연화교차로,부산광역시,,,129.2125781,35.21717283,16335,50000000769
100,128,청강리공영차고지,부산광역시,,,129.2127877,35.22448841,16266,50000000170
100-1,1,청강리공영차고지,부산광역시,,,129.2126826,35.22425604,16265,50000000171
100-1,2,청강리공영차고지입구,부산광역시,,,129.2132155,35.22386557,16264,50000000370
100-1,3,연화교차로,부산광역시,기장군,기장읍,129.210872,35.21743445,16067,21310111013
100-1,4,오신,부산광역시,기장군,기장읍,129.2086503,35.20806412,16059,21310111106
100-1,5,내리초등학교,부산광역시,기장군,기장읍,129.2061518,35.20436598,16203,21310111112
100-1,6,내리,부산광역시,기장군,기장읍,129.2064141,35.20063547,16058,21310111090
100-1,7,당사입구,부산광역시,해운대구,송정동,129.2059254,35.19786365,9001,21090561004
100-1,8,브라보주유소,부산광역시,해운대구,송정동,129.20516,35.19476676,9003,21090561007
100-1,9,송정2휴먼시아,부산광역시,해운대구,송정동,129.2041362,35.19081247,9004,21090561020
100-1,10,동해선송정역,부산광역시,해운대구,송정동,129.202474,35.18722883,9006,21090561013
100-1,11,송정해수욕장입구,부산광역시,해운대구,송정동,129.2011819,35.18441461,9008,21090561019
100-1,12,송정1단지주공,부산광역시,해운대구,송정동,129.1991908,35.18132624,9012,21090561014
100-1,13,신도시시장.아세안문화원,부산광역시,해운대구,좌제1동,129.1806982,35.17519079,9040,21090661016
100-1,14,동신아파트,부산광역시,해운대구,좌제1동,129.1792061,35.17639856,9046,21090661019
100-1,15,동부아파트,부산광역시,해운대구,좌제1동,129.1771017,35.1775904,9047,21090661010
100-1,16,대동상가,부산광역시,해운대구,좌제1동,129.1743715,35.17826158,9051,21090661022
100-1,17,대림1차아파트,부산광역시,해운대구,좌제1동,129.1721939,35.1776131,9054,21090661023
100-1,18,대림3차아파트,부산광역시,해운대구,좌제3동,129.1688836,35.17584642,9065,21090681009
100-1,19,신성아파트,부산광역시,해운대구,좌제3동,129.1680232,35.17344422,9071,21090681005
100-1,20,한일아파트,부산광역시,해운대구,좌제3동,129.1700047,35.17213984,9074,21090681008
100-1,21,코오롱아파트,부산광역시,해운대구,좌제3동,129.169126,35.17022208,9077,21090681016
100-1,22,중동역.순복음교회,부산광역시,해운대구,좌제3동,129.1676933,35.16844609,9080,21090681001
100-1,23,건널목삼거리,부산광역시,해운대구,우1동,129.16247,35.16691949,9059,21090511003
100-1,24,해운대구청어귀삼거리,부산광역시,,,129.1616568,35.16525471,9731,50000002533
100-1,25,해운대도시철도역,부산광역시,,,129.1586386,35.16357836,9729,50000002531
100-1,26,운촌,부산광역시,,,129.1518252,35.1602888,9727,50000002530
100-1,27,동백역,부산광역시,,,129.147387,35.16176896,9723,50000002211
100-1,28,부산문화여고,부산광역시,,,129.1446868,35.16320006,9721,50000002210
100-1,29,올림픽교차로,부산광역시,,,129.1404785,35.16760003,9719,50000002208
100-1,30,벡스코.시립미술관,부산광역시,,,129.1369897,35.17057256,9717,50000001999
100-1,31,동해선벡스코역,부산광역시,,,129.1340826,35.17166466,9715,50000001997
100-1,32,센텀센시빌,부산광역시,,,129.1314656,35.17483773,9713,50000001996
100-1,33,센텀고등학교,부산광역시,,,129.1289441,35.17704483,9711,50000001994
100-1,34,동해선센텀역,부산광역시,,,129.1255197,35.17957415,9709,50000001991
100-1,35,동부지청어귀교차로,부산광역시,,,129.1224736,35.18272754,9707,50000001989
100-1,36,과정교,부산광역시,해운대구,재송1동,129.1189318,35.18455564,9331,21090641030
100-1,37,수영강푸르지오아파트,부산광역시,연제구,연산9동,129.1119113,35.18460069,13161,21130631027
100-1,38,연제예식장,부산광역시,연제구,연산9동,129.1094452,35.18460744,13163,21130631030
100-1,39,부산소방본부.교통정보서비스센터,부산광역시,연제구,연산9동,129.1059409,35.18474996,13148,21130631024
100-1,40,엘지아파트,부산광역시,연제구,연산9동,129.104409,35.18539068,13149,21130631026
100-1,41,부산경상대학교정문,부산광역시,연제구,연산8동,129.1007662,35.18573907,13073,21130621006
100-1,42,부산경상대학교서문,부산광역시,연제구,연산8동,129.0974727,35.18574896,13157,21130621005
100-1,43,현대아파트,부산광역시,연제구,연산8동,129.0943643,35.18597903,13068,21130621004
100-1,44,연산중학교,부산광역시,연제구,연산1동,129.0887002,35.18572363,13145,21130551002
100-1,45,연일시장,부산광역시,연제구,연산4동,129.0852777,35.18583228,13154,21130581002
100-1,46,연산교차로,부산광역시,연제구,연산4동,129.0832586,35.18595609,13162,21130581014
100-1,47,연산역.연산교차로,부산광역시,,,129.0814286,35.18738497,13704,50000002609
100-1,48,동해선교대역,부산광역시,,,129.0799477,35.19302011,13702,50000002607
100-1,49,교대역,부산광역시,연제구,거제1동,129.0799357,35.19671176,13003,21130511015
100-1,50,부전교회,부산광역시,동래구,사직3동,129.0780187,35.20024838,6142,21060601002
100-1,51,동래역,부산광역시,동래구,온천2동,129.078175,35.20606138,6067,21060561003
100-1,52,롯데백화점동래점.명륜역,부산광역시,동래구,온천1동,129.0791299,35.21336811,6031,21060551015
100-1,53,늘봄호텔,부산광역시,동래구,온천1동,129.0798078,35.21578883,6025,21060551016
100-1,54,온천장,부산광역시,동래구,온천1동,129.0824119,35.21827602,6024,21060551019
100-1,55,온천장역.SK허브스카이,부산광역시,동래구,온천1동,129.0850024,35.22109137,6012,21060551010
100-1,56,식물원입구,부산광역시,금정구,장전3동,129.0823043,35.22420669,11098,21110631001
