관리기관명,경로당명,소재지,연락처,위도,경도,X좌표,Y좌표,읍면동
서구,송암노모경로당,부산광역시 서구 충무대로 38(안남동),051-241-2073,35.07869804,129.0169412,1138296.662,1677009.042,암남동
서구,모지포경로당,부산광역시 서구 암남공원로 230-1(안남동),051-253-3727,35.06389187,129.0146554,1138112.588,1675361.736,암남동
서구,천암경로당,부산광역시 서구 천해로39번길 3-1(안남동),051-254-2174,35.08396704,129.0152305,1138134.675,1677598.363,암남동
서구,사랑쉼표,"부산광역시 서구 천마로 25, 2층",051-256-9988,35.08052572,129.0202213,1138592.128,1677216.556,암남동
서구,정림경로당,"부산광역시 서구 감천로 271 (암남동,송도정림비치타운)",051-244-3322,35.08161909,129.0171062,1138337.84,1677215.329,암남동
서구,송도자유비치경로당,"부산광역시 서구 천해로7번길 33(암남동,송도자유비치)",051-257-2914,35.0818186,129.0188497,1138499.869,1677344.039,암남동
서구,풍림아이원경로당,"부산광역시 서구 암남공원로 39 (암남동,풍림아이원)",,35.07251953,129.0162161,1138236.408,1676322.721,암남동
서구,청송경로당,부산광역시 서구 천해로39번길 3-1(암남동),051-257-2945,35.08396704,129.0152305,1138134.675,1677598.363,암남동
서구,송도동일스위트,부산광역시 서구 성산길 47-17(송도동일스위트아파트),051-241-0559,35.08037487,129.0119572,1137891.859,1677256.241,암남동
동구,초강경로당,부산광역시 동구 초량상로35번길 18(초량동),051-468-2029,35.11560951,129.0357684,1139949.766,1681127.858,초량1동
동구,초강부녀경로당,부산광역시 동구 초량상로35번길 18(초량동),070-8930-5915,35.11560951,129.0357684,1139949.766,1681127.858,초량1동
동구,초일경로당,부산광역시 동구 망양로478번길 16,051-467-7668,35.11712958,129.0346593,1139846.06,1681294.924,초량1동
동구,초일부녀경로당,부산광역시 동구 망양로478번길 16,051-467-7668,35.11712958,129.0346593,1139846.06,1681294.924,초량1동
동구,우국경로당,부산광역시 동구 초량로60번길 12,051-468-4291,35.12007558,129.0366776,1140024.956,1681624.598,초량2동
동구,우국부녀경로당,부산광역시 동구 초량로60번길 12,051-468-4291,35.12007558,129.0366776,1140024.956,1681624.598,초량2동
동구,화신경로당,"부산광역시 동구 망양로 516-4(초량동, 초량화신아파트)",051-467-8915,35.11853464,129.032165,1139506.043,1681451.809,초량2동
동구,일팔경로당,부산광역시 동구 영초길211번길 13,051-464-1788,35.11798582,129.0351885,1139893.301,1681390.473,초량2동
동구,새마을경로당,부산광역시 동구 초량남로 32,051-461-0547,35.1193634,129.032856,1139678.014,1681539.546,초량6동
동구,초삼경로당,부산광역시 동구 홍곡로23번길 5,051-468-5488,35.12235311,129.0387082,1140205.786,1681879.686,초량3동
동구,초삼부녀경로당,부산광역시 동구 홍곡로23번길 5,051-468-5488,35.12235311,129.0387082,1140205.786,1681879.686,초량3동
동구,초량동원경로당,부산광역시 동구 중앙대로 286번길 10,051-441-1199,35.1213978,129.0447341,1140735.929,1681762.446,초량3동
동구,연화경로당,부산광역시 동구 초량남로 51-8,051-468-1877,35.11896099,129.0304878,1139462.109,1681490.755,초량6동
동구,선화경로당,부산광역시 동구 초량로80번길 32,051-464-4102,35.12152077,129.0347583,1139847.71,1681782.059,초량6동
동구,선화부녀경로당,부산광역시 동구 초량로80번길 32,051-464-4101,35.12152077,129.0347583,1139847.71,1681782.059,초량6동
동구,정화경로당,부산광역시 동구 구봉중길5번길 2,051-468-8807,35.12612505,129.0342155,1139791.572,1682291.359,초량6동
동구,구봉경로당,부산광역시 동구 망양로610번길 57,051-462-2673,35.12266965,129.0366208,1140015.458,1681912.163,초량6동
동구,고관경로당,부산광역시 동구 홍곡로 80-3,051-467-4460,35.12549498,129.0433231,1140621.116,1682235.063,수정1동
동구,고관부녀경로당,부산광역시 동구 홍곡로 80-3,051-467-4460,35.12549498,129.0433231,1140621.116,1682235.063,수정1동
동구,아르미나경로당,부산광역시 동구 홍곡남로 50,051-467-1844,35.12565568,129.0375752,1140094.808,1682253.415,수정1동
동구,수운경로당,부산광역시 동구 망양로737번길 11,051-468-3332,35.12987013,129.0401217,1140321.989,1682715.127,수정2동
동구,만리경로당,부산광역시 동구 수정공원로 71-8,051-467-2662,35.13257724,129.0390617,1140220.563,1683014.697,수정2동
동구,망양경로당,부산광역시 동구 수정서로 20-1,051-467-5767,35.13098357,129.0430119,1140582.222,1682843.502,수정2동
동구,망양부녀경로당,부산광역시 동구 수정서로 20-1,051-468-9774,35.13098357,129.0430119,1140582.222,1682843.502,수정2동
동구,남성경로당,부산광역시 동구 수정공원로 5(수정동),051-468-1246,35.12821542,129.0412228,1140425.137,1682533.785,수정4동
동구,수정4동경로당,부산광역시 동구 수정공원남로 40,051-441-2566,35.12735653,129.0388029,1140216.996,1682442.811,수정4동
동구,외솔경로당,부산광역시 동구 수정남로 9-16,051-465-5353,35.1266369,129.0438757,1140669.701,1682362.083,수정4동
동구,외솔부녀경로당,부산광역시 동구 수정남로 9-16,051-465-5353,35.1266369,129.0438757,1140669.701,1682362.083,수정4동
동구,수정경로당,부산광역시 동구 수정중로37번가길 4,051-468-2518,35.1322828,129.044859,1140749.379,1682989.965,수정5동
동구,수정부녀경로당,부산광역시 동구 수정중로37번가길 4,051-466-5385,35.1322828,129.044859,1140749.379,1682989.965,수정5동
동구,수오경로당,부산광역시 동구 망양로795번길 28,051-468-7575,35.13442708,129.0412502,1140416.981,1683222.784,수정5동
동구,수오부녀경로당,부산광역시 동구 망양로795번길 28,051-441-4987,35.13442708,129.0412502,1140416.981,1683222.784,수정5동
동구,수동경로당,부산광역시 동구 수정공원북로 13,051-468-2677,35.13741092,129.0462081,1140864.785,1683560.298,수정5동
동구,수동부녀경로당,부산광역시 동구 수정공원북로 13,051-441-0898,35.13741092,129.0462081,1140864.785,1683560.298,수정5동
동구,좌일경로당,부산광역시 동구 정공단로21번가길 23,051-645-8913,35.13604367,129.0539609,1141572.149,1683418.481,좌천동
동구,좌일부녀경로당,부산광역시 동구 정공단로21번가길 23,051-645-8913,35.13604367,129.0539609,1141572.149,1683418.481,좌천동
동구,쉼터경로당,부산광역시 동구 고관로153번길 8-4,051-647-7723,35.13143714,129.0499413,1141214.049,1682903.419,좌천동
동구,좌이경로당,부산광역시 동구 증산로 51,051-644-7523,35.13300309,129.0499361,1141210.456,1683078.232,좌천동
동구,동원영가정경로당,부산광역시 동구 고관로 173,051-634-1481,35.13256931,129.0513553,1141340.781,1683030.718,좌천동
동구,동원가람정경로당,부산광역시 동구 고관로 173,051-634-1479,35.13256931,129.0513553,1141340.781,1683030.718,좌천동
동구,능풍장경로당,부산광역시 동구 능풍길 8,051-646-1033,35.13211628,129.0472434,1140966.991,1682974.911,좌천동
동구,능풍장부녀경로당,부산광역시 동구 능풍길 8,051-646-1007,35.13211628,129.0472434,1140966.991,1682974.911,좌천동
동구,성북경로당,부산광역시 동구 성북로22번길 17,051-634-3796,35.13625199,129.0501966,1141203.251,1683420.761,좌천동
동구,좌사경로당,부산광역시 동구 성북로55번길 22,051-631-3023,35.13811147,129.0481446,1141038.922,1683641.338,좌천동
동구,학원경로당,부산광역시 동구 성북로55번길 22,051-645-1793,35.13811147,129.0481446,1141038.922,1683641.338,좌천동
동구,동심경로당,부산광역시 동구 증산로8번길 9,051-642-6057,35.13473106,129.0464834,1140893.313,1683261.073,좌천동
동구,좌수경로당,부산광역시 동구 증산로8번길 9,051-646-8929,35.13473106,129.0464834,1140893.313,1683261.073,좌천동
동구,널박경로당,부산광역시 동구 범곡로33번가길 11,051-646-2311,35.13996591,129.0553843,1141693.195,1683857.933,범일1동
동구,한성기린경로당,"부산광역시 동구 중앙대로 514, 6층 617호",051-645-6362,35.13897719,129.0569486,1141831.539,1683729.861,범일1동
동구,범일경로당,부산광역시 동구 증산동로 74-1,051-647-2397,35.13785435,129.0536761,1141543.746,1683621.207,범일1동
동구,증산경로당,부산광역시 동구 증산로 153-8,051-631-6640,35.13943839,129.0526035,1141442.752,1683794.539,범일1동
동구,증산부녀경로당,부산광역시 동구 증산로 153-8,051-631-8063,35.13943839,129.0526035,1141442.752,1683794.539,범일1동
동구,호천경로당,부산광역시 동구 범곡로 46,051-644-8123,35.14111351,129.0539523,1141562.259,1683982.364,범일1동
동구,호천부녀경로당,부산광역시 동구 범곡로 46,051-635-3915,35.14111351,129.0539523,1141562.259,1683982.364,범일1동
동구,삼상경로당,부산광역시 동구 성북로 58-1,051-636-9272,35.13864032,129.048446,1141065.952,1683701.818,범일1동
동구,삼상부녀경로당,부산광역시 동구 성북로 58-1,051-635-8204,35.13864032,129.048446,1141065.952,1683701.818,범일1동
동구,범사경로당,부산광역시 동구 범내남로 27-1,051-631-2939,35.14183121,129.0496264,1141166.55,1684057.338,범일1동
동구,범사부녀경로당,부산광역시 동구 범내남로 27-1,051-631-1270,35.14183121,129.0496264,1141166.55,1684057.338,범일1동
동구,범성경로당,부산광역시 동구 안창로 57,051-645-4932,35.14563025,129.0424297,1140504.195,1684468.961,범일1동
동구,범이경로당,부산광역시 동구 범일로89번길 46,051-646-2010,35.13966819,129.0588161,1142007.81,1683829.789,범일2동
동구,범이부녀경로당,부산광역시 동구 범일로89번길 46,051-646-2010,35.13966819,129.0588161,1142007.81,1683829.789,범일2동
동구,자성대경로당,부산광역시 동구 자성로75번길 30-8,051-631-7628,35.13605574,129.0605361,1142171.372,1683430.678,범일2동
동구,동천경로당,부산광역시 동구 자성로140번길 31,051-647-6717,35.13547726,129.0651415,1142591.766,1683373.553,범일2동
동구,두산포세이돈경로당,부산광역시 동구 자성로116번길 2,051-646-6657,35.13623118,129.0634594,1142513.674,1683378.288,범일2동
동구,두산포세이돈부녀경로당,부산광역시 동구 자성로116번길 2,051-646-6657,35.13623118,129.0634594,1142513.674,1683378.288,범일2동
동구,항덕경로당,부산광역시 동구 성남로33번길 14-1,051-631-0756,35.12968404,129.0536157,1141551.744,1682714.338,범일5동
동구,항덕부녀경로당,부산광역시 동구 성남로33번길 14-8,051-645-2246,35.12977385,129.0536448,1141554.466,1682723.308,범일5동
동구,수남경로당,부산광역시 동구 충장대로289번길 17,051-646-4574,35.12698511,129.0518302,1141393.561,1682411.221,범일5동
동구,수남부녀경로당,부산광역시 동구 충장대로289번길 17,051-645-8226,35.12698511,129.0518302,1141393.561,1682411.221,범일5동
동구,오션브릿지경로당,"부산광역시 동구 범일로 41 (범일동, 오션브릿지)",051-647-7531,35.13344929,129.0590792,1142043.106,1683141.42,범일5동
동구,좌천서린엘마르더뷰,부산광역시 동구 망양로 850,,35.13584114,129.0473998,1140956.067,1683418.305,좌천동
동구,마제스타워경로당,"부산광역시 동구 자성로133번길 6(범일동, 진흥 마제스타워 범일)",051-632-6763,35.13737654,129.0655701,1142594.591,1683613.503,범일2동
영도구,대교경로당,부산광역시 영도구 태종로 97-6(대교동2가),051-413-7049,35.09179621,129.0417775,1140538.285,1678495.549,남항동
영도구,대평경로당,부산광역시 영도구 대평로27번길 8-8(대평동1가),051-416-1892,35.09123982,129.0339414,1139824.821,1678422.504,남항동
영도구,대동대교경로당,부산광역시 영도구 대평로6번길 17 (대평동 1가),051-415-0712,35.09106371,129.0367651,1140083.686,1678405.862,남항동
영도구,남항경로당,부산광역시 영도구 남항남로 36(남항동3가),051-416-8341,35.08439189,129.0377501,1140183.815,1677668.218,남항동
영도구,신남항경로당,부산광역시 영도구 남항서로82번길 59-5(남항동2가),051-418-0102,35.08692112,129.0386668,1140262.841,1677950.606,남항동
영도구,아이존빌경로당,"부산광역시 영도구 영선대로 98(영선동2가, 아이존빌아파트경로당)",051-413-1130,35.08834005,129.0431661,1140720.11,1678047.108,영선1동
영도구,영선2동경로당,부산광역시 영도구 작은시장2길 38(영선동4가),051-417-1532,35.08400353,129.0405863,1140442.964,1677628.989,영선2동
영도구,이송도경로당,부산광역시 영도구 향토길 12(영선동4가),051-416-1663,35.07844258,129.0460275,1140949.011,1677020.272,영선2동
영도구,대원아파트경로당,"부산광역시 영도구 남항새싹길79 (영선동4가, 영도대원아파트)",051-416-6181,35.08232742,129.0440693,1140675.886,1677465.112,영선2동
영도구,영선반도보라경로당,"부산광역시 영도구 해안산책길 30(영선동4가, 영선동반도보라아파트)",051-983-8800,35.0824525,129.040432,1140346.368,1677372.06,영선2동
영도구,산정경로당,부산광역시 영도구 중복4길 68(신선동1가),051-418-8488,35.08877286,129.0490345,1141204.804,1678169.039,신선동
영도구,기로경로당,부산광역시 영도구 영봉길 106(신선동1가),051-418-6690,35.09090859,129.045447,1140873.567,1678400.979,신선동
영도구,신선경로당,부산광역시 영도구 하나길 542(신선동2가),051-418-0880,35.08743475,129.0467443,1140998.691,1678018.368,신선동
영도구,영로경로당,부산광역시 영도구 하나길 333(신선동3가),051-412-6522,35.08380869,129.0453026,1140873.165,1677614.626,신선동
영도구,애향경로당,부산광역시 영도구 개나리길 26(신선동3가),051-412-8034,35.08595194,129.0431447,1140673.478,1677849.626,신선동
영도구,복지경로당,부산광역시 영도구 산정길138 (신선동3가),051-417-7016,35.0812154,129.0475116,1141078.324,1677330.128,신선동
영도구,영광아파트경로당,"부산광역시 영도구 중복길 270 (신선동2가, 영광그린파크)",051-414-7197,35.08403275,129.0470098,1141111.511,1677668.771,신선동
영도구,봉친경로당,부산광역시 영도구 절영로7번길 13-3(봉래동2가),051-415-3547,35.09342829,129.0412018,1140482.954,1678675.108,봉래1동
영도구,미광마린경로당,"부산광역시 영도구 대교로14번길 17(봉래동2가, 미광마린타워)",051-416-3910,35.09457362,129.0433073,1140730.268,1678779.313,봉래1동
영도구,봉래1동경로당,부산광역시 영도구 대교로14번길 4-25(봉래동3가),051-413-3145,35.0935147,129.0440578,1140742.918,1678688.937,봉래1동
영도구,봉래3동경로당,"부산광역시 영도구 영봉길 182, 봉래아파트 A동",051-412-1854,35.09189723,129.0455452,1140887.942,1678509.988,봉래1동
영도구,유림아파트경로당,"부산광역시 영도구 봉래길 94(봉래동4가, 영도유림아파트)",051-418-1022,35.09108868,129.0510549,1141385.751,1678430.505,봉래2동
영도구,새마을경로당,부산광역시 영도구 봉래길 112(봉래동5가),051-417-0040,35.09165933,129.0517616,1141448.162,1678495.228,봉래2동
영도구,봉래동경로당,"부산광역시 영도구 하나길 753 (봉래동5가, 한진아파트)",051-417-1927,35.09446155,129.0532606,1141581.606,1678803.232,봉래2동
영도구,청학1동경로당,부산광역시 영도구 해양로 48-1(청학동),051-418-3962,35.09734173,129.060496,1142234.709,1679136.078,청학1동
영도구,봉학경로당,부산광역시 영도구 청학서로16번길 55(청학동),051-413-8271,35.09375954,129.058589,1142066.682,1678737.602,청학1동
영도구,건곤경로당,부산광역시 영도구 태종로292번길 72(청학동),051-417-0599,35.09597086,129.0556618,1141796.953,1678978.571,청학1동
