"관리번호",공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26440-00029,범방공원,문화공원,,부산광역시 강서구 미음동 1528-3,35.160474,128.863743,3394,,,,,"족구장2, 등의자4, 목재앉음벽22.15m, 데크120.45㎡, 안내판, 공원등12, 산책등12",2008-02-28,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00030,범방어린이공원,어린이공원,,부산광역시 강서구 범방동 1851,35.152033,128.883356,2382,6,"조합놀이기구, 시소2",,,"정자, 파고라3, 농구대, 등의자12, 평상2, 안내판",2002-03-12,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00031,송정공원,근린공원,,"부산광역시 강서구 송정동 1455,1476",35.099099,128.823388,55110,14,,화장실2,,"사각정자1, 파고라12, 다목적운동장, 평의자12, 등의자24, 음수대2, 문주4, 농구골대2, 축구골대2, 안내판, 공원등56, 입간판, 관리사무소",1989-10-20,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00054,죽곡공원,소공원,,부산광역시 강서구 범방동 1899-1,35.147447,128.878631,1948.4,,,,,"파고라, 등의자, 평의자, 원형의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00032,희망공원,근린공원,,부산광역시 강서구 송정동 1625,35.091681,128.853413,29821,10,,"화장실, 주차장",,"그늘시렁5, 등의자31, 볼라드10, 다목적운동장, 농구장, 문주4, 안내판2, 공원등45, 준공기념비1, 육각정자2, 사각정자2, 파고라4, 축구골대2, 농구골대2, 자전거보관대1, 음수대1, 관리사무소",1992-03-26,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00033,보람공원,근린공원,부산광역시 강서구 녹산산단262로14번길 20 (송정동),부산광역시 강서구 송정동 1718,35.088095,128.843216,27739,9,,"화장실, 주차장",,"그늘시렁4, 평의자9, 등의자33, 농구골대2, 다목적운동장, 문주4, 안내판2, 볼라드9, 앉음벽40m, 공원등30, 야외무대전시벽10, 음수대1, 파고라4, 육각정자1, 자전거보관대1, 관리사무소, 풋살구장1",1992-03-26,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00034,소정공원,어린이공원,,부산광역시 강서구 신호동 234-6,35.084353,128.879222,1665,6,"조합놀이기구1, 흔들놀이기구3",,,"가벽, 스탠드, 파고라2, 앉음벽38.8m, 사각의자2, 안내판",1998-08-27,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00035,소담공원,어린이공원,,부산광역시 강서구 신호동 263-1,35.080557,128.878164,2193,,조합놀이기구,,,"파고라1, 등의자6, 사각의자2, 안내판",2000-12-28,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00036,신호공원,근린공원,,부산광역시 강서구 신호동 315-1,35.081701,128.870914,60597,30,"조합놀이기구1, 흔드놀이기구3, 그네2","화장실, 주차장",,"다목적운동장, 팔각정자1, 안내판2, 파고라2, 조각상, 앉음벽227.4m, 음수대1, 등의자56, 돌의자8, 돌탁자3, 평의자65, 그늘시렁8, 볼라드20, 인조축구장",1992-05-08,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00037,신호공원,근린공원,,부산광역시 강서구 신호동 315-7,35.080765,128.870862,4868,,,,,,1992-05-08,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00038,가람공원,어린이공원,,부산광역시 강서구 지사동 1175,35.149874,128.820798,6825,2,조합놀이기구,,,"파고라5, 등의자4, 평의자15, 연식의자77.5m, 통석의자3m, 농구대, 장식가벽5, 관람데크, 안내판, 관리창고",2005-05-25,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00039,지사공원(2호근린공원),근린공원,부산광역시 강서구 과학산단2로20번길 7-7 (지사동),부산광역시 강서구 지사동 1180,35.151512,128.831207,11232,13,조합놀이기구,문화회관,,"전시벽6, 상징조형물, 파고라, 야외무대62.1㎡, 평의자3, 등의자6, 연식의자16, 안내판, 게이트볼장",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00040,선비공원,어린이공원,,부산광역시 강서구 지사동 1185-2,35.150885,128.839450,1502,4,"조합놀이기구, 그네, 흔들놀이기구3, 회전무대,",,,"등의자4, 연식의자42.3m, 농구대, 안내판, 공원등4",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00041,꿈나래공원,어린이공원,,부산광역시 강서구 지사동 1189-7,35.149803,128.835211,1501,6,"조합놀이기구, 놀이벽",,,"등의자8, 정자, 연식의자, 트렐리스, 공원등7",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00042,신명공원(1호근린공원),근린공원,,부산광역시 강서구 지사동 1258,35.147492,128.825593,22157,3,,,,"정자, 파고라, 배드민턴장, 지압로, 등의자4, 평의자3, 사각의자2, 앉음벽46.22m, 목제계단3, 휴지통2",2002-11-07,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00043,숲길공원,근린공원,,부산광역시 강서구 지사동 1279,35.146979,128.824945,10408,3,,,,"정자, 파고라, 배드민턴장, 지압로, 등의자4, 평의자3, 사각의자2, 앉음벽46.22m, 목제계단3, 휴지통2",2005-06-15,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00044,해관공원,소공원,,부산광역시 강서구 천성동 1642-3,35.039434,128.815936,330,,,,,,2009-01-07,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00045,화암공원,근린공원,부산광역시 강서구 화전산단5로 131 (화전동),부산광역시 강서구 화전동 554-3,35.110563,128.877536,21908,9,조합놀이기구1,화장실,민속문화기념물(동제당),"사각플랜터11, 해시계광장조형물, 입체간판, 파고라7, 평상7, 막구조파고라12, 평의자24, 앉음벽72m, 다목적운동장, 배드민턴장, 안내판2, 볼라드6, 음수전1, 트렐리스, 축구골대2, 팔각정자1",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00046,화전공원,근린공원,부산광역시 강서구 화전산단5로 84 (화전동),부산광역시 강서구 화전동 582-1,35.105611,128.879107,16113,14,,화장실,,"등의자12, 평의자14, 다목적운동장, 지압보도38m, 볼라드3, 안내판2, 음수전1, 인조잔디구장1, 축구골대2, 육각정자1, 입체간판",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00047,화연공원,근린공원,,부산광역시 강서구 화전동 597-2,35.102303,128.879468,15936,,,,,"원형플랜트171.7㎡, 목제데크718.5㎡, 생태연못1,742.4㎡, 정화연못128.4㎡, 생태학습장422.2㎡, 파고라10, 등의자5, 평의자6, 평상10, 앉음벽6.7m, 사각정자1, 안내판3,",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00048,화동공원,어린이공원,,부산광역시 강서구 화전동 606,35.111541,128.886451,6225,4,"조합놀이대1, 유아놀이대1, 흔들놀이기구3, 그네2, 시소2",화장실,,"원형플랜터, 사각플렌터5, 놀이가벽2, 게이트12, 입체간판, 막구조파고라1, 파고라2, 평상2, 등의자4, 평의자8, 앉음벽40m, 볼라드9, 안내판2,",2005-12-30,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00049,생활공원,문화공원,,부산광역시 강서구 생곡동 1531-5,35.135427,128.885441,6653.6,2,,,,"사각평상6, 문주, 시설안내판, 평의자 21, 등의자 8, 막구조파고라",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00050,한적공원,소공원,,부산광역시 강서구 생곡동 1539-1,35.132059,128.880666,295,,,,,"사각파고라, 공원명칭석",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00051,불미공원,소공원,,부산광역시 강서구 생곡동 1539-7,35.131308,128.880765,219.8,,,,,"파고라(팔각정), 공원명칭석",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00052,생곡공원,소공원,,부산광역시 강서구 생곡동 1537-2,35.132040,128.881609,4325.2,6,,,,"사각평상, 문주, 평의자 12, 등의자 12",2009-07-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00053,웃들공원,근린공원,,부산광역시 강서구 녹산동 1338-12,35.114975,128.882239,12211.9,6,,음수전,,"파고라, 육각정자, 등의자, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00055,마비등공원,소공원,,부산광역시 강서구 범방동 1903-3,35.146778,128.881378,2589.7,,,,,"파고라, 등의자, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00056,석말공원,소공원,,부산광역시 강서구 범방동 1911-16,35.144897,128.879017,2367.4,6,,,,"파고라, 등의자, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00057,세산공원,소공원,,부산광역시 강서구 범방동 1903-3,35.146754,128.881300,825.9,,,,,"파고라, 등의자, 자전거보관대",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00058,우열등공원,소공원,,부산광역시 강서구 범방동 1920,35.139908,128.885057,1019.6,,,,,"파고라, 자전거보관대",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00059,가리새공원,소공원,,부산광역시 강서구 범방동 1923,35.138436,128.890437,988,,,,,"파고라, 등의자, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00060,금병공원,어린이공원,,부산광역시 강서구 범방동 1875-4,35.149572,128.882679,3820.8,5,"조합놀이대, 흔들놀이대3, 시소",,,"파고라, 육각정자, 등의자, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00061,사구범방대수변공원,수변공원,,부산광역시 강서구 범방동 1891,35.149228,128.885818,9833.3,12,,,,"파고라, 등의자, 평의자, 원형의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00062,가리새수변공원,수변공원,,부산광역시 강서구 범방동 1913,35.142850,128.887385,33858,13,,,,"파고라, 평의자, 원형의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00063,물결공원,근린공원,,부산광역시 강서구 명지동 3403,35.095667,128.912432,17477.5,7,,,,"파고라, 원형파고라, 평의자, 등의자, 앉음벽, 야외테이블, 수경시설, 자전거보관대",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00064,소리공원,근린공원,,부산광역시 강서구 명지동 3398,35.097566,128.911993,9167.4,5,,,,"파고라, 평의자, 등의자, 앉음벽, 자전거보관대",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00065,울림공원,근린공원,,부산광역시 강서구 명지동 3392,35.101101,128.926638,65807.8,40,"조합놀이대, 미끄럼대, 물통놀이집, 시소, 어드벤처놀이대, 잎새통과하기, 꽃점핑놀이대","음수전, 주차장",,"자전거보관대, 파고라, 오두막, 오두막벤치, 평의자, 등의자, 앉음벽, 야외테이블",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00066,너울공원,근린공원,,부산광역시 강서구 명지동 3439,35.094756,128.924735,47009.9,17,,"주차장, 화장실",,"파고라, 팔각정자, 평의자, 등의자, 앉음벽, 야외테이블, 자전거보관대",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00067,나뭇잎공원,어린이공원,,부산광역시 강서구 명지동 3428-4,35.094776,128.921641,2189.3,3,"조합놀이대, 흔들놀이기구, 모래놀이집, 그네",,,"원형파고라, 앉음벽, 등의자, 자전거보관대",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00068,큰배공원,어린이공원,,부산광역시 강서구 명지동 3349,35.102696,128.921011,1566.7,3,"조합놀이대, 울림나팔, 흔들놀이, 시소, 회전무대",,,"파고라, 앉음벽, 등의자, 자전거보관대",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00069,꽃게공원,어린이공원,,부산광역시 강서구 명지동 3313-9,35.111490,128.921114,1512.7,3,"조합놀이대, 시소",,,"원형파고라, 앉음벽, 등의자",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00070,꿀벌공원,어린이공원,,부산광역시 강서구 명지동 3406,35.093227,128.914573,2358.1,3,"조합놀이대, 나무실로폰, 흔들놀이, 착시거울",,,"파고라, 앉음벽, 등의자, 평의자, 야외테이블, 자전거보관대",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00071,파도공원,어린이공원,,부산광역시 강서구 명지동 3409,35.093516,128.915866,1981.2,3,"조합놀이대, 정글짐",,,"꽃그늘파고라, 앉음벽, 등의자, 자전거보관대",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00072,두루미공원,소공원,,부산광역시 강서구 명지동 3455-5,35.095724,128.923634,295.2,,,,,"등의자, 사면플랜터",2013-07-24,부산광역시 강서구청 녹지공원과,051-970-4536,2021-09-16
26440-00073,녹산고향동산,문화공원,,부산광역시 강서구 범방동 7,35.155136,128.885743,64358.1,,"조합놀이대. 시소, 그네","주차장, 화장실",,"파고라, 팔각정자, 평의자, 등의자, 앉음벽, 야외무대, 안내판",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00074,태야공원,근린공원,,부산광역시 강서구 미음동 46,35.146281,128.870196,123224,,,음수기,,"파고라, 평의자, 등의자, 안내판, 앉음벽,",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00075,수창공원,소공원,,부산광역시 강서구 미음동 1684,35.105190,128.927480,1689,,,,,"파고라, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00076,미음공원,소공원,,부산광역시 강서구 미음동 201-23,35.147053,128.863704,2400,,,,,"파고라, 평의자",2010-03-03,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00077,봄뜰공원,어린이공원,,부산광역시 강서구 명지동 3513-3,35.106360,128.926410,1509,,"조합놀이대, 흔들놀이기구",,,"파고라, 앉음벽",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00078,옛터공원,어린이공원,,부산광역시 강서구 명지동 3483-4,35.107713,128.921840,2071.4,,"조합놀이대, 그네, 시소, 흔들놀이",,,"오두막, 등의자",2008-12-31,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00079,돛단배공원,어린이공원,,부산광역시 강서구 명지동 3577-1,35.097210,128.900100,2018.1,,"조합놀이대, 그네, 흔들놀이, 시소",,,"등의자, 앉음벽",2015-10-21,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00080,해오라기공원,소공원,,부산광역시 강서구 명지동 3602-3,35.094130,128.909221,5020.1,,,,,,2016-06-15,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00081,물떼새공원,소공원,,부산광역시 강서구 명지동 3575-1,35.100180,128.925100,2287.9,,,,,등의자,2016-06-15,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00082,도요새공원,소공원,,부산광역시 강서구 명지동 3604-4,35.091990,128.908370,1334.4,,,,,"파고라, 등의자",2016-06-15,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00083,1호 문화공원,문화공원,,부산광역시 강서구 명지동 3483-5,35.107620,128.922100,688.2,,,,,,2017-04-12,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00084,금호공원,근린공원,,부산광역시 강서구 대저2동 3146-2,35.165640,128.953960,14220.5,,,,,"파고라, 등의자, 평의자, 조형의자",2006-11-21,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00085,연정1공원,소공원,,부산광역시 강서구 대저1동 1318-82,35.218330,128.968090,405,,,,,,2013-01-23,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
26440-00086,범방소공원,소공원,,부산광역시 강서구 범방동 1859-14,35.150860,128.883370,446.2,,,,,"평의자, 원형벤치, 파고라",2006-02-28,부산광역시 강서구청 녹지공원과,051-970-4537,2021-09-16
