관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26380-00036,조성공원,어린이공원,,부산광역시 사하구 다대동 1548-16,35.049851,128.964541,1691.5,,,,,,1995-12-08,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00037,씨앗공원,어린이공원,,부산광역시 사하구 구평동 201,35.0772519,128.9902516,1802.2,,,,,,1996-12-10,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00038,풀꽃공원,어린이공원,,부산광역시 사하구 구평동 514,35.08016379,128.9876754,1502.6,,,,,,1996-12-10,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00039,열매공원,어린이공원,,부산광역시 사하구 구평동 511,35.07985262,128.9897589,1657.3,,,,,,1996-12-10,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00041,보림공원,어린이공원,,부산광역시 사하구 장림1동 1139,35.083125,128.967299,1532,,,,,,1997-08-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00042,장림공원,어린이공원,,부산광역시 사하구 장림1동 1125,35.081885,128.965455,910,,,,,,1998-05-02,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00044,통일아시아드공원,근린공원,,부산광역시 사하구 다대동 1585,35.05940439,128.980029,9915.3,,,,,,2003-11-20,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00045,희망공원,어린이공원,,부산광역시 사하구 당리동 309-5,35.106979,128.972764,989.3,,,,,,2003-12-11,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00046,하늘공원,어린이공원,,부산광역시 사하구 다대동 86-6,35.065074,128.983259,2530,,,,,,2005-11-23,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00047,해찬나래공원,어린이공원,,부산광역시 사하구 감천동 94-1,35.084778,129.006885,4339,,,,,,2006-04-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00048,마루공원,소공원,,부산광역시 사하구 당리동 63-41,35.105999,128.977225,709,,,,,,2006-07-21,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00049,홍티문화공원,문화공원,,부산광역시 사하구 다대동 1608,35.06214616,128.958709,6787.1,,,,,,2006-09-06,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00050,아미산전망대공원,근린공원,,부산광역시 사하구 다대동 1548-1,35.052768,128.960765,10254.6,,,,,,2009-12-23,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00051,부민산공원,근린공원,,부산광역시 사하구 괴정동 67-1,35.106485,129.009191,8274,,,,,,2010-02-24,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00052,회화나무 샘터공원,소공원,,부산광역시 사하구 괴정동 1244-5,35.09783262,128.9911235,1300,,,,,,2012-07-11,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00054,낫개가로공원,기타,,부산광역시 사하구 다대동 120-5,35.06167938,128.9791584,4650,,,,,,2014-11-05,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00002,정자공원,어린이공원,,부산광역시 사하구 괴정1동 534-4,35.054792,128.581911,514.7,,,,,,1966-09-02,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00005,경도공원,수변공원,,부산광역시 사하구 다대동1492,35.026944,128.970656,22700,,,,,,1972-12-30,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00006,에덴유원지,기타,,부산광역시 사하구 하단동 786-1,35.10916745,128.9622817,69526,,,,,,1972-12-30,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00007,샛별공원,어린이공원,,부산광역시 사하구 당리동348-6,35.102435,128.981566,1412.9,,,,,,1973-06-04,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00008,햇님공원,어린이공원,,부산광역시 사하구 하단1동 601,35.103375,128.960513,2158,,,,,,1973-06-04,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00009,꽃님공원,어린이공원,,부산광역시 사하구 감천1동 502-37,35.089506,129.002408,786,,,,,,1979-09-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00011,열림공원,어린이공원,,부산광역시 사하구 다대1동 953-1,35.055378,128.967465,1511.7,,,,,,1983-01-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00012,꿈동산공원,어린이공원,,부산광역시 사하구 다대1동 940,35.057912,128.969115,1421.5,,,,,,1983-01-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00013,초롱공원,어린이공원,,부산광역시 사하구 다대동 1668,35.06108667,128.9715905,1504.3,,,,,,1983-01-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00055,고니나루쉼터,문화공원,,부산광역시 사하구 다대동 1525-1,35.070053,128.9531706,2338,,,,,,2014-02-19,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00056,다대포해변공원,수변공원,,부산광역시 사하구 다대동 1674번지,35.0556365,128.9674986,155483,,,,,,2017-04-05,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00053,구평뜰공원,소공원,,부산광역시 사하구 구평동 497,35.08636471,128.9849736,605,,,,,,2013-04-17,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00014,등나무공원,어린이공원,,부산광역시 사하구 다대2동80-1,35.067935,128.980451,8670.4,,,,,,1983-01-26,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00057,안골새공원,소공원,,부산광역시 사하구 감천동 31-5,35.08676318,129.0066229,1368,,,,,,2016-03-09,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00058,팽나무공원,소공원,,부산광역시 사하구 감천동 140-2,35.08365279,129.0067331,551,,,,,,2017-12-13,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00059,소공원,소공원,,부산광역시 사하구 괴정동 581-28,35.09885482,128.981424,6004.9,,,,,,2017-09-13,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00060,소공원,소공원,,부산광역시 사하구 괴정동 578-17,35.09929699,128.9822368,520.2,,,,,,2017-09-13,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00061,소공원,소공원,,부산광역시 사하구 괴정동 571-11,35.09895971,128.9839915,1058.9,,,,,,2017-09-13,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00062,느티나무공원,소공원,,부산광역시 사하구 감천동 234-3,35.08189642,129.0061393,1400,,,,,,2018-01-31,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00063,어린이공원,어린이공원,,부산광역시 사하구 괴정동 566-31,35.09732806,128.9826348,3040.5,,,,,,2017-09-13,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00064,하늘땅별땅공원,어린이공원,,부산광역시 사하구 신평동 354-4,35.09239159,128.9685874,2770,,,,,,2018-05-02,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00065,구평 근린공원,근린공원,,부산광역시 사하구 구평동 500,35.08404677,128.9840683,12291.8,,,,,,1996-12-10,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00066,도시농업공원,도시농업공원,,부산광역시 사하구 감천동 11-113,35.09509787,129.0065728,50417,,,,,,2017-10-25,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00067,소공원,소공원,,부산광역시 사하구 괴정동 545-7,35.0964051,128.9879387,540,,,,,,2021-11-17,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00068,어린이공원,어린이공원,,부산광역시 사하구 괴정동 534-23,35.0966311,128.9890313,3100,,,,,,2021-11-17,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00069,을숙도기후생태교육공원,어린이공원,,부산광역시 사하구 하단동 1149-38,35.11187696,128.9475378,4966,,,,,,2021-10-06,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00070,가로공원,기타,,부산광역시 사하구 괴정동 535-15,35.095919,128.989031,1175,,,,,,2021-11-17,부산광역시 사하구청,051-220-4521,2022-03-24
26380-00071,가로공원,기타,,부산광역시 사하구 괴정동 537-43,35.09487182,128.9887278,1570,,,,,,2021-11-17,부산광역시 사하구청,051-220-4521,2022-03-24
