관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
26320-00054,사기천소공원,소공원,,부산광역시 북구 만덕동 447-6,35.214862,129.043906,221,,,,,,2016-08-17,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00053,거북소공원,소공원,,부산광역시 북구 구포동 882-30,35.197822,129.001932,742,,,파고라,,,2011-03-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00052,와석소공원,소공원,,부산광역시 북구 화명동 1417-12,35.235647,129.014981,670,"1단철봉,하늘걷기,마라톤운동기,양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,,2013-08-28,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00051,희망공원,어린이공원,,부산광역시 북구 화명동 2311,35.226661,129.009744,1500.2,,"조합놀이대,흔들놀이기구",파고라,,,1996-01-12,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00050,행복공원,어린이공원,,부산광역시 북구 금곡동 810-2,35.258709,129.016239,3325.2,"윗몸일으키기,옆파도타기,하늘걷기,양팔줄당기기,온몸근육풀기,온몸노젖기,온몸역기올리기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,,1992-10-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00049,함박공원,어린이공원,부산광역시 북구 은행나무로36번길17,부산광역시 북구 만덕동 853-1,35.20597093,129.0386832,1528.8,"3단철봉,벤치역기대,복근대,윗몸일으키기,평행봉,다리뻗치기,온몸근육풀기,온몸역기올리기,온몸역기내리기,허리돌리기",조합놀이대,,,경로당,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00048,한빛공원,어린이공원,부산광역시 북구 만덕1로41-13,부산광역시 북구 만덕동 831,35.21382991,129.033025,747,,"조합놀이대,그네",파고라,,,1976-04-15,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00047,한마음공원,어린이공원,,부산광역시 북구 만덕동 922-2,35.212071,129.031585,2886.2,"게이트볼장,3단철봉,거꾸리,링래더,매달려건너기,복근대,오금펴기,윗몸일으키기,옆파도타기,평행봉,하늘걷기,마라톤운동기,다리뻗치기,등허리지압기,양팔줄당기기,온몸역기올리기,버터플라이머신,허리돌리기",조합놀이대,파고라,,화장실,1987-04-10,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00046,하얀마음공원,어린이공원,,부산광역시 북구 만덕동 955-4,35.205115,129.035044,1951,"옆파도타기,양팔줄당기기,허리돌리기","조합놀이대,흔들놀이기구,그네,기타",파고라,,,2006-01-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00045,하늘공원,어린이공원,,부산광역시 북구 만덕동 944-7,35.203429,129.035887,2274.3,"옆파도타기,하늘걷기,농구대,마라톤운동기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,,1992-12-11,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00044,포천공원,어린이공원,,부산광역시 북구 구포동 1230-4,35.197352,129.009776,1500.7,"농구대,거꾸리,윗몸일으키기,옆파도타기,하늘걷기,마라톤운동기,다리뻗치기,온몸근육풀기,어깨근육풀기,허리돌리기",조합놀이대,파고라,,,1984-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00043,파란마음공원,어린이공원,,부산광역시 북구 만덕동 956-1,35.209916,129.036351,1596.1,"옆파도타기,마라톤운동기,온몸근육풀기",조합놀이대,파고라,,,2006-01-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00042,철쭉공원,어린이공원,,부산광역시 북구 덕천동 787,35.201548,129.021077,890.4,"벤치역기대,오금펴기,윗몸일으키기,옆파도타기,하늘걷기,어깨근육풀기,허리돌리기",조합놀이대,파고라,,,1980-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00041,천사공원,어린이공원,,부산광역시 북구 금곡동 1884,35.244599,129.010882,1500.2,"자전거타기,마라톤운동기,다리뻗치기,등허리지압기,양팔줄당기기,허리돌리기",조합놀이대,파고라,,,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00040,직녀공원,어린이공원,,부산광역시 북구 화명동 750-1,35.234677,129.019895,2820.9,"윗몸일으키기,옆파도타기,하늘걷기,온몸근육풀기,허리돌리기","조합놀이대,흔들놀이기구,기타",파고라,,,1995-10-31,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00039,음정공원,어린이공원,,부산광역시 북구 구포동 1200,35.206392,129.010301,1365.5,"하늘걷기,양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,그네",파고라,,,1984-03-22,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00038,율리공원,어린이공원,,부산광역시 북구 금곡동 1116-1,35.248406,129.014425,1608.5,,"조합놀이대,흔들놀이기구,오르는기구,기타",파고라,,,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00037,우신자연공원,어린이공원,부산광역시 북구 산성로 12번길35,부산광역시 북구 화명동 1426-2,35.23762996,129.0154323,2760.2,"농구대,거꾸리,옆파도타기,팔굽혀펴기,하늘걷기,마라톤운동기,온몸근육풀기,온몸역기내리기,허리돌리기,기타","조합놀이대,그네",,,,1984-12-18,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00036,우리공원,어린이공원,,부산광역시 북구 금곡동 98-2,35.260468,129.015306,1600.4,,그네,파고라,,,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00035,용당공원,어린이공원,,부산광역시 북구 화명동 2301-1,35.231611,129.009936,1500.2,,"조합놀이대,그네",파고라,,,1996-01-11,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00034,열린공원,어린이공원,,부산광역시 북구 금곡동 1112-1,35.251664,129.013668,1500,"농구대,거꾸리,옆파도타기,하늘걷기,양팔줄당기기,온몸역기올리기,온몸역기내리기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00033,신덕공원,어린이공원,,부산광역시 북구 만덕동 943-3,35.204151,129.030858,2809,"농구대,윗몸일으키기,옆파도타기,하늘걷기,다리뻗치기,양팔줄당기기,어깨근육풀기","조합놀이대,흔들놀이기구",파고라,,,1992-12-11,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00032,시랑공원,어린이공원,,부산광역시 북구 구포동 1214-39,35.20188036,129.0058047,1460.8,"1단철봉,거꾸리,옆파도타기,하늘걷기,다리뻗치기,양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,그네",파고라,,,1984-03-22,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00031,쉼터공원,어린이공원,,부산광역시 북구 덕천동 809-2,35.209861,129.017562,1593,"게이트볼장,온몸역기올리기,온몸역기내리기,허리돌리기",조합놀이대,,,화장실,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00030,숙등공원,어린이공원,부산광역시 북구 의성로 115번길71,부산광역시 북구 덕천동 410-4,35.21131986,129.0145533,2369.9,"거꾸리,옆파도타기,하늘걷기,양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,그네",파고라,,,1970-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00029,솔내음공원,어린이공원,,부산광역시 북구 화명동 2329,35.229995,129.011566,1581.3,,"조합놀이대,흔들놀이기구",파고라,,,2006-06-28,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00028,솔공원,어린이공원,,부산광역시 북구 금곡동 97-2,35.263482,129.019762,1600,"옆파도타기,하늘걷기,온몸근육풀기","조합놀이대,흔들놀이기구,그네",파고라,,,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00027,새싹공원,어린이공원,,부산광역시 북구 화명동 2320,35.223631,129.006524,1500.3,,"조합놀이대,흔들놀이기구,그네",파고라,,,1996-01-13,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00026,상록공원,어린이공원,부산광역시 북구 덕천로 366,부산광역시 북구 만덕동 892,35.20928214,129.043673,1444.7,"거꾸리,자전거타기,마라톤운동기,다리뻗치기,등허리지압기,양팔줄당기기,온몸근육풀기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,경로당,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00025,사랑공원,어린이공원,,부산광역시 북구 금곡동 1107,35.254453,129.014421,3600,,"조합놀이대,흔들놀이기구,그네",파고라,,화장실,1991-07-06,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00024,강변둥지공원,어린이공원,,부산광역시 북구 화명동 188-2,35.242372,129.014258,2195.7,"양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,흔들놀이기구,그네",파고라,,,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00023,백포공원,어린이공원,,부산광역시 북구 화명동 2263,35.238009,129.010928,1500.2,,"조합놀이대,그네",파고라,,,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00022,백운공원,어린이공원,,부산광역시 북구 만덕동 863-2,35.207097,129.041255,1595,"하늘걷기,마라톤운동기,등허리지압기,어깨근육풀기,온몸역기내리기","조합놀이대,흔들놀이기구",파고라,,,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00021,민주공원,어린이공원,,부산광역시 북구 금곡동 1115,35.249205,129.014615,1740.6,"3단철봉,평행봉,하늘걷기,양팔줄당기기,허리돌리기",조합놀이대,파고라,,,1995-05-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00020,미래공원,어린이공원,,부산광역시 북구 금곡동 811-2,35.257732,129.014177,2125,"옆파도타기,허리돌리기","조합놀이대,흔들놀이기구,그네",파고라,,,1992-10-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00019,동심초공원,어린이공원,,부산광역시 북구 만덕동 925-2,35.209943,129.028931,1500,"배드민턴장,3단철봉,하늘걷기,마라톤운동기,온몸근육풀기,허리돌리기",조합놀이대,파고라,,화장실,1990-04-27,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00018,동심공원,어린이공원,부산광역시 북구 덕천로 320,부산광역시 북구 만덕동 872-3,35.20899751,129.0387629,1600.2,"원형허리돌리기,윗몸일으키기,평행봉,하늘걷기,양팔줄당기기,어깨근육풀기",,파고라,,,1982-03-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00017,덕천공원,어린이공원,부산광역시 북구 의성로127번길108,부산광역시 북구 덕천동 811-1,35.21058586,129.0170694,1580.9,"거꾸리,윗몸일으키기,평행봉,하늘걷기,다리뻗치기,온몸역기내리기,허리돌리기",흔들놀이기구,,,,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00016,덕내공원,어린이공원,,부산광역시 북구 덕천동 342-6,35.214027,129.013835,1942.5,"3단철봉,거꾸리,윗몸일으키기,옆파도타기,평행봉,하늘걷기,마라톤운동기,양팔줄당기기,어깨근육풀기,온몸노젖기,허리돌리기","조합놀이대,흔들놀이기구,그네",파고라,,화장실,1970-03-03,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00015,대천천수변공원,어린이공원,,부산광역시 북구 화명동 311,35.243512,129.022376,1544.4,"1단철봉,하늘걷기,마라톤운동기,양팔줄당기기","조합놀이대,흔들놀이기구",파고라,,,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00014,대천공원,어린이공원,,부산광역시 북구 금곡동 1897,35.241371,129.011473,1500.2,"복근기르기,허리돌리기,가로하늘타기,양팔줄당기기,하늘타기","조합놀이대,기타",파고라,,,1996-01-10,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00013,남산정공원,어린이공원,,부산광역시 북구 덕천동 814-7,35.215995,129.022796,2433.5,"농구대,거꾸리,윗몸일으키기,옆파도타기,평행봉,하늘걷기,양팔줄당기기,어깨근육풀기,온몸역기올리기,허리돌리기","조합놀이대,흔들놀이기구,그네",파고라,,,1990-11-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00012,꿈마루공원,어린이공원,부산광역시 북구 팽나무로 58,부산광역시 북구 덕천동 812,35.20583892,129.0118896,1741.4,,조합놀이대,,,,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00011,꿈나래공원,어린이공원,,부산광역시 북구 덕천동 805,35.206263,129.013191,2068.2,"거꾸리,자전거타기,윗몸일으키기,옆파도타기,하늘걷기,등허리지압기,양팔줄당기기,온몸근육풀기,허리돌리기",조합놀이대,파고라,,,1988-12-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00010,기비골공원,어린이공원,부산광역시 북구 만덕대로155번길 86-9,부산광역시 북구 덕천동 814-2,35.21802678,129.0211189,3085.5,"옆파도타기,하늘걷기,마라톤운동기,양팔줄당기기,어깨근육풀기,허리돌리기",조합놀이대,파고라,,경로당,1990-11-23,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00009,금빛공원,어린이공원,,부산광역시 북구 금곡동 53-2,35.268107,129.019823,1554.1,,"조합놀이대,흔들놀이기구",파고라,,,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00008,그린달님공원,어린이공원,,부산광역시 북구 화명동 306,35.245245,129.023876,2550.4,"1단철봉,양팔줄당기기,어깨근육풀기,허리돌리기","조합놀이대,흔들놀이기구,그네",파고라,,,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00007,그린꽃님공원,어린이공원,,부산광역시 북구 화명동 513,35.240077,129.022598,2700.1,"3단철봉,거꾸리,옆파도타기,하늘걷기,마라톤운동기,양팔줄당기기,허리돌리기","조합놀이대,흔들놀이기구,그네,오르는기구,철봉",파고라,,,1992-02-25,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00006,구삼공원,어린이공원,,부산광역시 북구 구포동 1260-19,35.195963,129.006776,1494.6,"3단철봉,거꾸리,평행봉,마라톤운동기,다리뻗치기,양팔줄당기기,어깨근육풀기,허리돌리기",조합놀이대,파고라,,,1984-03-24,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00005,공창공원,어린이공원,,부산광역시 북구 금곡동 92-1,35.263793,129.016802,1507.6,"옆파도타기,하늘걷기,마라톤운동기,다리뻗치기,온몸근육풀기,어깨근육풀기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,화장실,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00004,견우공원,어린이공원,,부산광역시 북구 화명동 731,35.236905,129.018035,3669.9,"거꾸리,윗몸일으키기,옆파도타기,하늘걷기,온몸근육풀기,허리돌리기","조합놀이대,흔들놀이기구,오르는기구,건너는기구",파고라,,,1995-10-31,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00003,건강공원,어린이공원,,부산광역시 북구 금곡동 57-2,35.263831,129.021299,1600,"1단철봉,옆파도타기,다리뻗치기,등허리지압기,양팔줄당기기,온몸근육풀기,어깨근육풀기,온몸역기내리기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,화장실,1991-01-09,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00002,거북공원,어린이공원,부산광역시 북구 낙동북로648번길 11,부산광역시 북구 구포동 1075-17,35.202167,128.995424,520,"옆파도타기,하늘걷기,마라톤운동기,등허리지압기,양팔줄당기기,어깨근육풀기,온몸역기올리기,허리돌리기","조합놀이대,흔들놀이기구",파고라,,,2014-03-05,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
26320-00001,개나리공원,어린이공원,,부산광역시 북구 만덕동 912-1,35.211076,129.027335,1905.8,"거꾸리,옆파도타기,하늘걷기,어깨근육풀기,온몸역기올리기,허리돌리기","조합놀이대,오르는기구",파고라,,화장실,1987-04-10,부산광역시 북구청 청정녹지과,051-309-2054,2021-05-06
